RowNumber,CustomerId,CreditScore,State,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited,Complain,Satisfaction Score,Card Type,Point Earned
310,17578155,496,Maine,Female,41,2,0.0,1,1,0,1,0,5,SILVER,68
311,17727563,527,Wyoming,Female,49,9,80222.48,2,1,1,0,0,3,SILVER,457
312,18801971,754,Wyoming,Female,30,7,89762.69,2,0,1,0,1,2,GOLD,927
313,18810641,567,Kansas,Male,60,8,35153.94,1,1,1,1,0,2,GOLD,575
314,15798226,738,Mississippi,Female,43,3,206663.32,2,0,0,0,0,4,GOLD,333
315,17150197,725,New Hampshire,Female,36,7,12431.45,1,0,1,0,0,3,DIAMOND,631
316,16085710,808,Arizona,Male,60,6,122949.57,4,1,1,0,0,5,GOLD,25
317,15330897,637,New Mexico,Female,18,9,167796.61,1,1,1,0,0,5,DIAMOND,76
318,15429750,505,Hawaii,Male,50,2,106704.08,1,0,0,0,0,5,PLATINUM,523
319,17144468,665,Nebraska,Female,42,5,83795.16,3,0,0,0,0,1,SILVER,395
320,16418831,355,Tennessee,Male,57,2,0.0,1,1,0,0,0,3,SILVER,545
321,19831042,554,Vermont,Male,32,1,157166.08,2,1,1,0,0,2,PLATINUM,627
322,16126802,554,Hawaii,Female,43,2,125696.62,3,0,0,0,0,4,GOLD,286
323,15683683,430,Washington,Female,40,6,0.0,2,0,1,1,0,2,SILVER,263
324,17743185,806,New Hampshire,Female,54,6,28654.49,1,1,0,0,0,3,DIAMOND,683
325,19501306,679,New Jersey,Female,38,6,17806.24,1,1,1,0,0,2,GOLD,102
326,16932688,440,Missouri,Male,36,1,22213.59,1,1,1,0,0,4,SILVER,109
327,19050561,567,New York,Male,30,7,72898.76,2,1,0,1,0,1,GOLD,306
328,17378060,556,Tennessee,Male,28,9,136499.14,1,1,0,0,1,2,SILVER,531
329,16488903,652,New York,Male,19,1,45482.62,1,1,1,0,0,3,GOLD,97
330,16837456,490,Georgia,Female,56,2,23965.16,2,0,0,0,0,3,DIAMOND,521
331,19976415,800,Arkansas,Male,53,10,145236.29,2,1,1,0,0,2,DIAMOND,938
332,18554411,593,New Hampshire,Male,52,4,151750.35,2,0,1,0,0,3,GOLD,358
333,17582017,776,Virginia,Female,20,7,88999.8,1,1,0,0,0,1,PLATINUM,205
334,17652438,585,Oregon,Male,44,3,50829.73,1,1,0,0,0,5,SILVER,82
335,16707979,648,Arizona,Male,31,7,199391.13,1,1,1,0,0,4,DIAMOND,651
336,16719787,482,Washington,Female,60,8,0.0,1,1,0,0,0,1,GOLD,720
337,17972312,734,North Carolina,Male,43,6,23076.32,1,0,1,0,0,4,PLATINUM,206
338,15912403,764,California,Male,41,9,57786.74,2,1,1,0,0,2,SILVER,576
339,18399269,788,Oklahoma,Female,38,4,168555.55,1,0,0,0,0,4,PLATINUM,705
340,15843911,685,Alabama,Male,28,8,0.0,1,0,0,0,0,4,DIAMOND,606
341,18053827,674,North Carolina,Male,30,0,86894.05,3,1,1,0,0,3,GOLD,125
342,15872497,850,Maine,Male,36,9,92253.16,1,1,0,0,0,4,GOLD,429
343,19374776,801,Pennsylvania,Female,38,8,115093.72,1,1,1,0,1,3,GOLD,712
344,15292911,430,Oklahoma,Female,44,0,45574.39,1,1,1,1,1,1,GOLD,351
345,16897289,731,Iowa,Male,43,10,15889.05,1,1,1,0,0,5,SILVER,683
346,15870006,458,Idaho,Female,44,5,0.0,1,1,1,0,0,5,GOLD,799
347,17239610,641,Ohio,Male,33,6,100273.83,2,1,0,0,0,1,DIAMOND,295
348,19094665,712,Delaware,Female,57,4,0.0,1,1,1,0,0,1,PLATINUM,462
349,18711376,735,Iowa,Female,32,8,110263.12,2,1,1,0,0,2,PLATINUM,360
350,17422150,761,Minnesota,Male,46,3,18858.94,1,0,0,0,0,3,DIAMOND,1000
351,15453177,596,South Carolina,Male,40,5,58945.02,3,1,1,0,0,3,SILVER,977
352,19302866,503,Wyoming,Male,35,4,0.0,1,1,0,0,1,3,DIAMOND,313
353,17351567,546,Alaska,Female,45,6,110649.79,1,0,0,0,0,5,SILVER,741
354,18178999,776,Idaho,Female,51,9,92590.75,2,0,1,0,1,4,DIAMOND,297
355,19775348,490,Colorado,Female,33,2,78470.08,3,1,1,1,0,1,SILVER,855
356,18257851,474,Nebraska,Male,29,3,143380.37,2,1,1,0,1,2,GOLD,75
357,15580449,586,Rhode Island,Female,29,3,40832.54,1,1,0,0,0,1,SILVER,875
358,18299955,491,Wisconsin,Male,49,6,8502.27,3,1,0,0,0,3,GOLD,989
359,16547937,733,New York,Female,31,5,24950.5,2,0,1,0,0,5,SILVER,972
360,18847562,841,Maryland,Female,32,8,84074.02,3,1,1,0,1,5,GOLD,254
361,17199796,666,Florida,Female,56,1,81929.1,1,1,0,1,1,3,GOLD,904
362,18506447,453,Nebraska,Female,33,7,61239.19,3,1,1,0,0,1,PLATINUM,864
363,18839397,684,Missouri,Male,29,8,122767.58,1,1,0,0,0,2,GOLD,608
364,17577026,814,Maryland,Female,43,5,95998.89,1,0,1,0,0,5,GOLD,264
365,16908166,390,New York,Female,44,5,41315.78,3,1,0,1,0,2,SILVER,992
366,16882165,387,South Carolina,Male,43,6,44824.28,1,0,1,1,1,5,GOLD,810
367,18449819,804,Ohio,Male,26,2,98328.78,1,1,1,0,0,4,GOLD,497
368,18180673,664,Connecticut,Male,39,3,0.0,2,1,1,1,0,3,SILVER,271
369,18079568,535,Missouri,Male,36,0,109838.32,2,1,0,0,0,1,SILVER,197
370,15470643,750,Wyoming,Female,44,0,155161.55,2,1,1,0,0,1,GOLD,767
371,16642653,514,Missouri,Female,34,1,106318.14,3,1,1,0,0,3,GOLD,400
372,19871439,733,Wyoming,Female,44,2,110711.14,1,1,0,0,0,2,PLATINUM,77
373,15941987,842,Kentucky,Male,43,3,53600.57,1,0,1,0,0,1,SILVER,75
374,19378786,832,North Dakota,Female,46,7,41288.34,2,1,1,0,0,4,GOLD,630
375,18319205,550,Illinois,Male,44,1,27275.12,2,1,0,0,0,2,PLATINUM,647
376,16076167,822,Kentucky,Male,34,5,95882.95,2,0,0,0,0,3,PLATINUM,689
377,19152838,364,Wyoming,Male,36,0,144504.78,1,0,0,0,0,1,GOLD,617
378,17708373,708,Washington,Female,38,10,36980.71,1,1,1,0,0,1,DIAMOND,108
379,15668996,419,Iowa,Male,48,0,138851.47,1,1,1,0,0,5,PLATINUM,345
380,18488440,359,North Carolina,Female,64,5,205945.75,3,1,1,0,0,1,GOLD,714
381,19436073,484,Illinois,Female,52,4,112986.91,2,1,0,0,0,1,GOLD,293
382,15207001,559,Maine,Female,47,9,90585.29,1,1,1,0,1,1,GOLD,721
383,15303212,714,Massachusetts,Male,55,3,12129.04,4,0,0,1,0,5,GOLD,501
384,15803627,452,West Virginia,Male,51,2,32778.94,2,0,0,0,0,3,GOLD,767
385,15344452,578,Nebraska,Male,48,7,44130.03,2,1,0,0,0,4,SILVER,881
386,16790212,540,Illinois,Female,50,6,70330.98,1,1,0,0,0,2,DIAMOND,614
387,17538675,848,Nevada,Male,61,9,102767.19,1,0,1,1,0,3,GOLD,449
388,18559941,365,Ohio,Female,28,3,266467.49,2,0,0,0,0,3,PLATINUM,196
389,16669758,801,Kansas,Male,47,4,151262.7,2,1,0,0,0,4,GOLD,608
390,17110851,850,Colorado,Female,58,6,22058.59,1,0,1,0,0,1,SILVER,498
391,19622361,502,Oklahoma,Female,42,0,24651.37,1,1,0,0,0,4,SILVER,643
392,19211629,567,New Hampshire,Female,45,6,0.0,1,0,0,0,0,2,SILVER,477
393,15979956,377,Alaska,Male,26,4,206214.26,4,1,0,0,0,4,DIAMOND,669
394,15796046,411,Missouri,Male,54,1,77748.09,2,1,1,0,0,4,PLATINUM,479
395,18952589,421,Wyoming,Female,42,9,0.0,2,0,0,0,0,5,GOLD,115
396,18834633,399,Minnesota,Male,29,3,109787.73,1,1,0,1,0,2,GOLD,185
397,18268531,624,Massachusetts,Male,49,7,6302.54,2,0,0,0,0,5,GOLD,839
398,19922123,466,California,Female,67,4,24210.84,1,1,1,0,0,4,SILVER,390
399,17016725,791,Washington,Female,45,5,0.0,3,1,0,0,0,1,PLATINUM,439
400,18605761,505,New Jersey,Female,47,9,0.0,1,1,0,0,0,5,GOLD,325
401,19209924,648,Colorado,Male,29,1,47504.12,2,1,0,0,0,4,GOLD,639
402,19695983,730,Colorado,Male,34,2,185381.06,1,1,0,0,0,1,SILVER,703
403,19274489,649,Montana,Female,38,9,0.0,2,0,1,0,0,3,GOLD,291
404,15646939,742,New York,Male,34,10,74879.08,3,1,1,0,0,3,GOLD,457
405,15145921,449,Iowa,Male,44,10,17126.08,1,0,1,0,1,3,GOLD,942
406,15320301,771,Massachusetts,Male,48,10,110076.58,1,0,0,0,0,5,PLATINUM,883
407,18573543,614,Utah,Female,38,2,192554.71,3,1,0,0,0,2,PLATINUM,890
408,16995675,387,Kentucky,Male,18,8,26141.16,2,1,0,0,0,2,SILVER,765
409,18179259,606,Alabama,Male,38,3,152762.17,1,1,1,0,0,4,PLATINUM,246
410,15574192,495,Wisconsin,Male,51,8,0.0,2,1,0,0,0,3,PLATINUM,806
411,17635712,536,Ohio,Female,35,2,131643.14,2,0,0,1,0,1,DIAMOND,265
412,18387796,781,Nevada,Male,39,6,70584.56,2,1,1,0,0,3,GOLD,290
413,18803048,609,Vermont,Male,20,8,59806.37,4,1,0,0,1,4,SILVER,604
414,17623520,571,Pennsylvania,Female,54,1,0.0,3,0,1,1,1,2,SILVER,678
415,15698129,567,Illinois,Female,42,8,67583.03,1,1,0,0,0,3,GOLD,607
416,15786396,785,Rhode Island,Male,35,7,160164.52,1,1,0,0,0,2,SILVER,902
417,19074102,743,New York,Female,42,9,30837.57,2,1,1,0,1,4,GOLD,240
418,18508464,377,Wyoming,Female,42,8,28906.69,2,1,1,1,0,1,GOLD,200
419,17836972,567,Hawaii,Female,44,5,50159.37,2,1,0,0,1,2,SILVER,456
420,19979492,507,Delaware,Female,46,6,62129.59,2,1,1,0,1,2,GOLD,985
421,18727319,577,New Mexico,Male,32,10,128761.36,3,1,0,0,0,4,GOLD,135
422,16479841,684,Maryland,Male,45,6,71280.29,1,1,0,0,0,3,GOLD,859
423,18660433,573,Nebraska,Male,46,1,168311.82,2,0,0,1,0,4,SILVER,715
424,17042397,585,Mississippi,Male,56,3,0.0,3,1,0,0,1,1,GOLD,506
425,15226150,582,North Carolina,Female,42,5,64750.08,1,1,0,0,0,4,GOLD,987
426,17750954,376,Wyoming,Male,49,2,79962.16,2,1,1,0,0,3,GOLD,172
427,19615862,503,Colorado,Male,18,4,80508.77,3,0,1,1,0,3,SILVER,875
428,16132661,819,Rhode Island,Female,27,6,61847.93,2,1,1,0,1,1,GOLD,43
429,16778850,774,Idaho,Female,54,5,109837.33,1,1,0,0,0,1,GOLD,672
430,19331804,470,Montana,Male,43,5,0.0,4,1,1,0,0,1,GOLD,941
431,15631105,539,Minnesota,Male,42,1,52194.35,2,0,0,0,0,5,GOLD,90
432,18047377,616,Missouri,Female,55,7,273515.55,2,1,1,0,0,3,GOLD,355
433,18304770,416,New York,Male,41,10,118383.45,1,1,0,0,0,1,SILVER,599
434,19876859,523,Kansas,Female,36,1,0.0,1,0,0,0,0,3,SILVER,968
435,16167130,540,New York,Female,35,6,20109.17,1,1,1,0,0,4,GOLD,223
436,16828477,353,Massachusetts,Male,44,7,118849.88,1,1,1,0,0,2,GOLD,651
437,16203248,572,South Carolina,Female,35,6,117944.01,2,1,0,0,0,4,GOLD,657
438,19531093,480,Georgia,Female,33,7,45276.81,2,1,1,0,0,3,SILVER,512
439,19666719,387,Delaware,Male,45,7,65410.36,2,1,0,1,0,4,PLATINUM,993
440,16970922,402,Nevada,Male,27,1,46951.66,1,1,1,0,0,5,PLATINUM,23
441,16465621,446,Colorado,Female,22,1,91515.95,1,1,1,1,0,3,GOLD,204
442,17236766,556,Nevada,Male,51,7,17114.5,1,0,1,1,0,3,SILVER,298
443,16114313,848,South Carolina,Male,24,6,116968.29,1,1,1,0,1,4,GOLD,147
444,16261480,519,New Hampshire,Female,39,0,95094.45,2,0,1,0,1,5,SILVER,276
445,17673607,393,Colorado,Female,41,3,105208.8,1,1,0,0,1,4,GOLD,263
446,15958678,559,Wisconsin,Female,57,7,20192.11,2,1,0,0,0,4,GOLD,648
447,17435322,361,Connecticut,Male,52,6,257409.06,1,1,1,0,1,5,SILVER,665
448,15335374,502,Pennsylvania,Male,47,0,24406.12,2,0,1,1,1,4,PLATINUM,429
449,18495816,729,Texas,Male,38,6,0.0,1,1,0,0,0,2,GOLD,715
450,18516155,408,Rhode Island,Female,38,9,112710.37,2,1,0,0,0,5,GOLD,330
451,16409246,745,Pennsylvania,Male,36,5,147164.94,1,1,1,0,0,5,PLATINUM,632
452,19932907,394,Florida,Female,39,1,0.0,1,1,0,0,0,2,GOLD,220
453,15180103,354,New Jersey,Male,28,4,21948.41,2,1,0,1,0,4,DIAMOND,872
454,15937458,589,Utah,Male,36,2,84214.54,2,1,1,0,0,5,PLATINUM,866
455,15526360,791,Alabama,Female,44,5,219853.62,1,1,0,0,0,2,GOLD,80
456,19092442,602,South Carolina,Male,32,5,238581.58,1,1,0,0,0,1,GOLD,520
457,17584216,783,Wisconsin,Male,61,7,40163.93,1,0,1,0,0,1,PLATINUM,898
458,18304350,640,Kansas,Female,38,3,171797.87,2,1,0,0,0,2,SILVER,702
459,19236615,741,Mississippi,Female,39,0,64968.61,2,0,1,0,0,5,SILVER,9
460,16626589,607,Wisconsin,Female,45,8,65863.36,1,1,0,0,0,5,PLATINUM,600
461,17308259,682,Texas,Female,30,5,5216.62,3,1,0,0,0,1,DIAMOND,213
462,17004769,354,Massachusetts,Male,30,6,213652.45,1,1,1,0,0,2,PLATINUM,247
463,19953160,522,Delaware,Male,27,3,157146.36,4,1,0,0,1,2,GOLD,875
464,18428242,602,Oregon,Female,57,0,136692.39,1,1,0,0,0,4,PLATINUM,150
465,19139275,501,New York,Male,39,2,191501.84,3,0,0,0,0,5,SILVER,107
466,15858360,795,Mississippi,Male,36,2,0.0,1,1,1,0,0,3,GOLD,620
467,17637088,691,Iowa,Female,34,7,0.0,1,0,0,1,0,5,SILVER,435
468,18359173,733,Alaska,Male,49,8,105665.04,2,1,1,1,0,5,SILVER,149
469,16321759,590,Maine,Female,51,4,0.0,1,1,0,0,0,3,GOLD,402
470,17156977,660,Oklahoma,Male,45,8,99999.48,1,0,1,0,0,1,GOLD,881
471,19915930,396,Nebraska,Male,18,9,99764.3,1,1,0,1,0,1,PLATINUM,164
472,15776054,441,Kansas,Male,56,5,153714.81,1,1,1,0,1,1,DIAMOND,54
473,16032461,496,Montana,Female,27,1,39339.99,3,0,1,0,1,1,GOLD,786
474,15776816,425,Alabama,Female,31,6,147885.48,2,1,1,0,0,3,SILVER,572
475,19794158,610,Oregon,Male,36,1,0.0,4,1,1,0,1,5,PLATINUM,259
476,17324257,713,Colorado,Female,51,9,0.0,2,1,0,0,0,4,SILVER,241
477,19525198,787,Maine,Female,41,1,90661.17,1,1,0,0,0,2,GOLD,331
478,18239482,522,Oklahoma,Female,31,1,0.0,1,0,0,1,0,4,GOLD,339
479,18930765,561,California,Male,28,3,42584.03,1,1,0,0,0,1,GOLD,757
480,16024305,747,Wisconsin,Female,25,10,36128.24,1,1,0,0,0,5,SILVER,968
481,18377027,650,New Jersey,Male,48,2,37225.08,2,1,1,1,0,1,PLATINUM,850
482,15498801,364,Kentucky,Female,30,7,146480.06,2,1,0,0,0,1,GOLD,25
483,19981228,516,Indiana,Female,50,8,32266.22,2,1,0,0,0,5,SILVER,851
484,16033771,571,West Virginia,Male,38,5,84642.14,1,1,0,0,0,1,SILVER,223
485,19080618,426,Rhode Island,Female,57,8,6674.84,3,0,1,0,0,5,PLATINUM,169
486,16967642,656,Minnesota,Male,23,4,17916.6,2,1,1,0,0,3,SILVER,781
487,18950455,661,Kansas,Male,44,9,139386.61,1,1,1,0,0,2,PLATINUM,553
488,17271990,427,Florida,Male,42,8,44348.71,2,1,1,0,0,4,SILVER,706
489,17997274,418,North Carolina,Male,46,7,87506.47,2,0,1,0,0,5,PLATINUM,328
490,17414305,532,Vermont,Female,19,5,30812.91,1,1,1,0,0,2,SILVER,768
491,18830105,832,Minnesota,Male,34,6,0.0,1,0,1,1,1,4,SILVER,905
492,19675967,374,New Hampshire,Male,36,0,41914.43,1,1,1,1,0,2,SILVER,559
493,17669043,441,Delaware,Female,46,10,0.0,3,1,0,0,0,1,PLATINUM,563
494,16914314,471,Idaho,Male,24,1,359546.46,1,1,1,0,0,1,GOLD,15
495,18722407,781,Kansas,Male,37,0,96937.59,3,0,0,1,0,3,GOLD,657
496,18357861,797,Louisiana,Female,20,3,85308.28,1,0,1,0,0,5,PLATINUM,985
497,19480951,559,Utah,Male,50,3,0.0,2,0,0,0,1,4,SILVER,354
498,17823222,620,South Dakota,Male,44,9,177120.86,1,0,0,0,0,4,SILVER,904
499,19021824,663,Hawaii,Female,44,10,289441.98,1,1,1,0,1,3,PLATINUM,939
500,15136110,562,South Dakota,Female,46,5,3666.14,2,0,1,0,1,5,GOLD,408
501,15009328,590,Ohio,Female,59,4,0.0,2,1,0,1,0,5,GOLD,318
502,18444238,615,Georgia,Female,30,8,0.0,2,1,1,0,0,1,GOLD,338
503,15395449,483,Tennessee,Female,40,10,76552.27,2,0,1,0,0,2,PLATINUM,362
504,17656757,573,Minnesota,Male,37,5,170672.34,1,1,1,0,0,4,DIAMOND,323
505,18115458,580,Nevada,Male,55,8,22690.63,1,1,0,0,0,1,GOLD,938
506,16992514,644,Wyoming,Female,27,2,0.0,1,0,1,0,0,5,PLATINUM,344
507,19386452,667,Indiana,Female,50,6,62114.31,2,0,1,1,0,3,GOLD,735
508,15495656,840,New Mexico,Female,42,4,233331.68,3,0,0,0,0,1,SILVER,35
509,19519830,763,Iowa,Male,25,6,0.0,2,0,0,0,0,4,PLATINUM,448
510,15241890,656,Louisiana,Female,41,5,25865.04,1,1,0,0,1,2,SILVER,612
511,16472945,759,Illinois,Male,41,7,135377.01,1,1,1,0,0,2,PLATINUM,524
512,17544691,389,Michigan,Male,37,1,59538.26,2,0,0,0,0,3,SILVER,626
513,16244061,459,North Carolina,Female,36,9,43028.4,1,0,1,0,0,5,GOLD,475
514,19889095,553,Connecticut,Male,18,10,89864.89,2,1,1,0,0,4,PLATINUM,905
515,16040862,740,Louisiana,Female,46,8,0.0,1,1,0,0,0,1,PLATINUM,372
516,15193273,484,Nebraska,Male,29,10,119980.12,3,1,0,1,0,2,SILVER,429
517,19237544,563,New Hampshire,Male,54,6,0.0,1,0,1,0,0,5,SILVER,222
518,16857570,798,Maryland,Female,47,4,82576.67,1,1,0,0,0,3,GOLD,118
519,18165273,513,Connecticut,Female,40,9,65227.49,1,1,0,0,0,5,GOLD,585
520,16351422,503,Kentucky,Female,27,1,107218.72,1,1,1,0,0,1,PLATINUM,184
521,19188383,594,Montana,Female,52,0,76157.41,2,1,1,0,1,4,SILVER,690
522,15853478,538,Utah,Female,43,6,54379.9,3,1,1,0,0,1,PLATINUM,594
523,16330329,773,Maine,Male,38,9,51198.87,1,1,0,0,0,2,GOLD,252
524,16635818,722,Kansas,Male,29,3,155576.56,2,1,1,0,0,1,GOLD,454
525,18485367,668,Ohio,Male,40,0,88867.89,1,0,1,0,0,1,SILVER,253
526,18068230,585,Alabama,Male,41,2,63094.95,2,1,1,1,0,3,GOLD,366
527,16615039,440,Rhode Island,Female,21,1,15287.13,1,1,0,0,0,1,GOLD,284
528,19958588,780,Colorado,Male,51,5,66339.88,1,1,0,0,0,3,PLATINUM,38
529,15229941,515,Maine,Female,42,8,211184.39,1,1,1,0,0,5,DIAMOND,564
530,19558040,472,Idaho,Male,23,8,100280.46,3,1,0,1,0,1,GOLD,91
531,16706586,419,Hawaii,Female,36,8,0.0,1,1,1,0,0,5,GOLD,584
532,17467175,592,Arizona,Female,63,10,56257.3,1,1,0,0,0,1,DIAMOND,185
533,18952824,671,Nevada,Female,52,0,160558.97,1,0,0,1,0,5,PLATINUM,68
534,17934445,672,Vermont,Female,52,5,0.0,2,1,1,0,0,4,GOLD,452
535,15031282,657,Washington,Male,41,10,82391.74,2,0,0,0,0,4,SILVER,660
536,18183108,371,Illinois,Female,33,3,0.0,3,1,1,0,0,5,SILVER,501
537,19805214,761,Montana,Female,42,0,222331.68,1,1,0,1,0,5,GOLD,765
538,15959929,410,Missouri,Male,44,8,60656.94,2,1,0,0,1,5,GOLD,572
539,18181917,518,New Jersey,Male,33,10,130655.01,1,1,1,0,0,5,DIAMOND,624
540,16916236,379,Nevada,Female,35,9,104631.18,1,1,0,0,0,1,DIAMOND,698
541,15332918,474,Georgia,Female,28,0,0.0,1,1,0,0,0,4,GOLD,40
542,16264209,685,Florida,Female,41,5,0.0,1,0,1,1,1,4,PLATINUM,484
543,18621195,509,Delaware,Male,46,6,63312.09,1,1,0,0,0,3,GOLD,186
544,16904632,520,Utah,Male,32,7,0.0,1,0,0,0,0,1,SILVER,753
545,18440595,818,Virginia,Male,48,2,145944.58,4,1,1,1,0,1,DIAMOND,714
546,16973003,694,Florida,Female,42,9,255081.85,1,1,0,0,0,3,PLATINUM,358
547,17749577,765,Texas,Female,50,8,72714.57,1,1,1,1,0,1,SILVER,179
548,18561359,584,Arkansas,Female,38,5,17676.97,2,0,0,0,0,2,SILVER,173
549,19177881,791,Georgia,Female,49,9,0.0,1,1,0,0,0,5,GOLD,629
550,15378889,827,Indiana,Female,34,10,24413.37,2,0,0,0,0,1,GOLD,382
551,15938873,448,Tennessee,Male,45,3,0.0,2,0,1,0,0,3,GOLD,967
552,16193909,360,Illinois,Male,48,10,0.0,1,1,0,1,0,1,GOLD,204
553,18821908,796,New Hampshire,Female,47,0,100954.34,1,0,1,0,0,2,SILVER,427
554,15991140,570,Oregon,Male,38,0,112708.17,1,1,1,0,0,4,SILVER,257
555,17156893,430,Colorado,Female,32,6,88943.07,2,0,0,0,0,2,SILVER,396
556,16126548,672,Utah,Female,32,5,151249.09,1,1,1,0,0,5,SILVER,145
557,16812490,403,Maryland,Female,50,1,107130.77,1,1,0,0,0,2,SILVER,116
558,16961346,581,Colorado,Female,28,9,209370.25,1,1,0,0,0,3,PLATINUM,307
559,19994934,548,Utah,Male,42,10,73106.61,2,1,0,0,0,2,SILVER,414
560,17367309,663,New Jersey,Male,37,3,165209.19,1,0,1,0,0,5,PLATINUM,99
561,18347605,846,Georgia,Female,48,8,225720.65,1,0,1,0,0,2,GOLD,390
562,16893308,625,Louisiana,Female,71,4,70017.08,2,1,1,0,0,5,SILVER,160
563,18666375,360,Oregon,Male,28,0,104696.93,2,1,0,0,1,1,PLATINUM,669
564,17309639,559,Montana,Female,38,10,0.0,4,0,1,0,0,3,SILVER,181
565,17565714,418,Tennessee,Male,39,10,219628.84,1,1,0,0,0,5,GOLD,181
566,16655566,765,Florida,Female,38,5,0.0,4,0,1,1,0,5,SILVER,911
567,19476792,630,Ohio,Female,27,8,43774.68,4,1,1,0,0,5,GOLD,470
568,17327419,504,Kentucky,Female,39,5,61817.36,2,1,0,0,0,4,DIAMOND,504
569,19010489,742,North Carolina,Male,49,3,246178.4,1,1,0,0,0,3,GOLD,907
570,15124921,444,Michigan,Female,61,10,109137.52,2,0,1,0,0,4,SILVER,224
571,15826438,761,Utah,Female,33,9,88330.47,1,1,1,0,0,3,PLATINUM,893
572,18938664,537,Virginia,Male,36,3,154189.26,2,1,1,0,0,5,GOLD,899
573,17653467,622,Rhode Island,Female,58,9,51484.19,1,1,0,0,0,1,DIAMOND,231
574,17692737,634,New Jersey,Male,42,7,257448.82,2,0,1,1,1,1,PLATINUM,907
575,18702860,762,Indiana,Male,34,9,0.0,1,1,1,0,0,4,PLATINUM,937
576,17319272,754,Montana,Male,46,6,59615.83,1,1,1,1,0,1,SILVER,686
577,17512415,697,Texas,Male,48,10,0.0,2,1,0,0,1,2,SILVER,845
578,18303588,472,Maryland,Male,33,5,85960.64,1,1,1,0,0,3,PLATINUM,423
579,18358402,443,Utah,Female,45,1,0.0,2,0,1,0,0,1,GOLD,644
580,16065034,372,North Carolina,Female,49,2,61299.35,2,1,0,0,0,5,GOLD,704
581,15200006,449,Missouri,Male,43,4,0.0,3,0,1,0,1,1,GOLD,526
582,16342734,850,South Dakota,Male,31,0,79376.46,2,1,0,0,0,5,PLATINUM,578
583,16685170,671,Nevada,Female,27,8,0.0,1,1,1,0,1,4,GOLD,429
584,18569039,678,Wisconsin,Male,38,5,139143.72,2,1,0,0,0,2,GOLD,386
585,15102205,532,Montana,Female,29,4,71547.28,1,1,1,1,0,1,GOLD,604
586,15959542,762,Idaho,Female,32,3,37380.3,1,1,0,0,0,1,PLATINUM,120
587,15808723,387,Rhode Island,Female,43,6,5213.97,1,1,1,0,0,2,GOLD,756
588,16172318,675,Iowa,Male,47,5,68537.89,2,1,1,0,0,2,GOLD,126
589,15331654,534,Pennsylvania,Female,24,6,0.0,3,1,0,0,0,1,SILVER,224
590,15931404,424,North Dakota,Female,40,8,0.0,2,0,0,1,1,1,SILVER,930
591,16257136,811,Indiana,Female,45,6,72933.0,2,1,1,1,0,5,GOLD,722
592,17126824,542,Alabama,Female,48,1,32052.32,1,1,0,0,0,5,GOLD,293
593,19123626,376,Arizona,Female,61,5,218712.11,1,1,0,0,1,1,SILVER,518
594,18732030,648,Missouri,Female,28,7,60904.67,1,1,0,0,0,4,PLATINUM,860
595,19865127,462,Tennessee,Male,54,7,87274.45,2,1,1,0,0,2,SILVER,937
596,19880890,806,Maine,Male,46,9,0.0,1,1,0,1,0,2,PLATINUM,471
597,17096413,646,Minnesota,Female,44,6,180444.05,1,1,1,0,0,2,PLATINUM,805
598,19860049,650,Tennessee,Male,36,8,138287.5,1,1,0,0,0,3,GOLD,328
599,19333251,606,Maryland,Male,30,2,66864.71,2,0,1,0,0,2,GOLD,339
600,19817646,583,Louisiana,Female,46,4,28734.34,1,1,1,1,0,4,SILVER,965
601,19391108,754,Texas,Male,56,4,37919.31,1,1,0,0,0,3,PLATINUM,441
602,18104177,587,Indiana,Female,54,8,0.0,1,0,0,0,0,5,GOLD,179
603,17302532,622,Iowa,Male,39,4,121375.99,2,0,1,0,0,5,GOLD,287
604,17498100,823,Michigan,Female,43,7,0.0,1,1,0,0,0,5,GOLD,517
605,15818690,804,New Jersey,Female,50,2,148646.48,2,1,1,0,0,5,PLATINUM,32
606,17833085,499,Nebraska,Female,42,1,0.0,2,1,1,0,0,3,SILVER,577
607,17030234,392,North Dakota,Female,29,4,57932.08,1,0,0,0,0,2,PLATINUM,344
608,16197951,574,Idaho,Male,38,2,0.0,4,0,0,0,0,1,SILVER,487
609,19991455,460,New York,Female,33,6,0.0,1,1,1,0,0,3,SILVER,410
610,19236547,428,Mississippi,Male,43,4,0.0,1,1,1,0,0,4,PLATINUM,744
611,16805821,822,Iowa,Male,38,8,23659.56,1,0,0,0,1,3,DIAMOND,398
612,16775045,608,Alabama,Male,73,6,134761.67,1,1,0,0,0,4,GOLD,530
613,17036142,808,Utah,Male,37,6,340947.3,3,1,1,0,0,1,GOLD,949
614,17388798,773,New Mexico,Male,45,6,139626.97,3,0,1,0,0,2,GOLD,565
615,19023612,489,New York,Female,33,1,150500.22,2,1,0,1,0,2,GOLD,502
616,19869482,843,Indiana,Female,41,7,8164.38,2,1,0,0,0,2,PLATINUM,248
617,16496740,750,New York,Male,33,5,17666.49,2,1,1,0,0,3,GOLD,802
618,17390171,692,Illinois,Female,31,5,143348.09,3,1,1,0,0,3,GOLD,9
619,18157882,698,New Jersey,Female,30,4,51429.32,1,0,1,0,0,2,PLATINUM,932
620,18831753,602,Nebraska,Male,45,8,131889.34,1,1,0,0,0,2,SILVER,621
